Depmap ID,Expression Public 23Q2,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-000997,1.2868811477881614,HCT15,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000998,1.1309308698264486,CW2,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000999,0.6415460290875237,SNU1040,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001001,3.8094144442358986,143B,Osteosarcoma,Bone,Osteosarcoma
ACH-001016,0.9107326619029126,BECKER,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001020,0.1890338243900171,BT16,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001022,0.01435529297707,CBAGPN,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001028,0.01435529297707,CHLA06ATRT,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001029,0.0426443374084937,CHLA10,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001030,0.2387868595871164,CHLA218,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001031,0.2016338611696504,CHLA266,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001032,0.0565835283663675,CHLA32,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001033,0.2265085298086797,CHLA57,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001034,0.1243281350022017,CHLA9,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001035,0.0285691521967709,CHLA99,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001036,0.0426443374084937,CMK115,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001038,0.0,COGE352,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001041,0.2016338611696504,CHL1DM,Melanoma,Skin,Melanoma
ACH-001048,2.8639384504239715,COV504,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001050,6.754219433135143,CW9019,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001053,2.1243281350022016,D425,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001054,0.01435529297707,D458,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001057,0.5655971758542251,DERL2,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001059,0.9927684307689242,DL,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001060,0.7570232465074596,DL40,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001061,1.859969548221026,DLD1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001067,0.8155754288625725,F5,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor
ACH-001068,4.025028794491522,FEPD,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001075,5.211401637418471,NCIH292,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-001086,1.1375035237499351,HELA,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001096,0.070389327891398,JR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001097,1.4329594072761065,KARPAS384,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001098,2.389566811762726,KCIMOH1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001099,0.2141248053528473,KD,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001100,0.2016338611696504,KHYG1,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001106,0.4750848829487828,KOPN8,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001109,0.137503523749935,KPMRTRY,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001111,4.529196267999391,L82,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001113,1.3334237337251915,LC1SQSF,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-001119,7.415741768290091,MAC2A,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001128,0.0,MON,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001129,0.0426443374084937,MONOMAC1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001132,0.6507645591169022,MTA,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001134,1.2203299548795556,MYLA,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-001142,5.66732447027863,NHAHTDD,Non-Cancerous,CNS/Brain,Non-Cancerous
ACH-001145,1.875780063068488,OC316,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001147,0.3561438102252753,OCILY12,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001148,1.070389327891398,OCILY132,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001151,2.073820233291672,OVCAR5,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001163,0.0840642647884745,CCLFPEDS0001T,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001164,0.1243281350022017,CCLFPEDS0003T,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma
ACH-001172,1.1375035237499351,U251MGDM,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001183,1.144046369616707,RT11284,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001184,1.3504972470841332,SCMCRM2,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001188,0.7907720378619999,SHSY5Y,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001190,2.7548875021634687,SKMEL2,Melanoma,Skin,Melanoma
ACH-001192,0.0,SKNEP1,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001193,0.0426443374084937,SKPNDW,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001194,3.127633279725874,SKRC31,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001196,1.0214797274104517,SMSCTR,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001197,1.622930350920177,SMZ1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001200,0.137503523749935,STM9101,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001201,0.137503523749935,SUMB002,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001207,2.969012307516316,TIG3TD,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-001210,1.0214797274104517,TTC1240,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001211,0.411426245726465,TTC549,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001228,0.5160151470036647,UPCISCC152,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001229,1.4436066514756147,UPCISCC154,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001232,4.070389327891398,UW228,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001239,0.4541758931858021,WM2664,Melanoma,Skin,Melanoma
ACH-001270,1.7782085763980875,127399,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001274,1.9597701552114672,SW982,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001275,0.2387868595871164,SYO1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001277,0.6229303509201767,YAMATO,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001278,0.0426443374084937,BIN67,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001279,0.903038270112912,SCCOHT1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001280,0.3561438102252753,SCS214,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001283,0.01435529297707,TC106,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001289,0.1110313123887439,COGAR359,Embryonal Tumor,CNS/Brain,Embryonal Tumor
ACH-001295,0.0565835283663675,Y79,Retinoblastoma,Eye,Retinoblastoma
ACH-001300,0.2016338611696504,CHLA15,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001301,0.2509615735332188,COGN278,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001302,0.0426443374084937,COGN305,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001303,0.137503523749935,NB1643,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001306,5.004051884507083,8305C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001307,6.482848283068465,8505C,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001310,5.854494418154875,HA1E,Non-Cancerous,Kidney,Non-Cancerous
ACH-001318,0.6229303509201767,PLCPRF5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-001321,1.839959587489532,TT,Medullary Thyroid Cancer,Thyroid,Medullary Thyroid Cancer
ACH-001322,0.9927684307689242,CME1,Synovial Sarcoma,Soft Tissue,Synovial Sarcoma
ACH-001328,2.543495883425772,A431,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001329,2.6322682154995127,ANGMCSS,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001332,0.6229303509201767,BICR78,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001333,0.0285691521967709,C33A,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001334,5.17672169288105,C4I,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001335,2.2265085298086795,C4II,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001336,3.848998430400023,CASKI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001338,0.01435529297707,CHP134,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001339,1.2203299548795556,COLO794,Melanoma,Skin,Melanoma
ACH-001340,0.1243281350022017,COV413A,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001341,4.12267271882414,DOTC24510,Mixed Cervical Carcinoma,Cervix,Mixed Cervical Carcinoma
ACH-001344,2.1176950426697547,GIMEN,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001345,0.1634987322828795,GP5D,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001346,1.0071955014042038,H103,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001347,3.082361969557473,H157,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001350,4.544732655932624,HTCC3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001353,2.286881147788161,JOPACA1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001354,0.2141248053528473,LAN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001356,3.2675357980687347,MB1,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001360,1.550900664647523,MS751,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001366,0.0,NGP,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001367,0.1890338243900171,NMB,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001368,0.0840642647884745,OACM51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001369,3.327687364176047,OCIC5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001370,0.9855004303048848,OCIP5X,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001373,0.8237493603082727,OV17R,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001374,0.0840642647884745,PA1,Ovarian Germ Cell Tumor,Ovary/Fallopian Tube,Ovarian Germ Cell Tumor
ACH-001375,1.6182386555954549,PACADD119,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001376,3.0617761975866897,PACADD135,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001377,0.0976107966264223,PACADD137,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001378,3.745237332129749,PACADD159,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001379,5.161887682376894,PACADD161,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001380,1.1763227726404628,PACADD165,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001382,1.232660756790275,PACADD188,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-001384,4.814037647539975,RO82W1,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-001385,0.0,RPMI2650,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001386,0.4646682670034443,SCLC22H,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001388,0.0,SUM102PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001389,0.903038270112912,SUM1315MO2,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001390,0.0976107966264223,SUM149PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001391,1.9745293124838816,SUM159PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001392,0.2141248053528473,SUM185PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001393,0.4005379295837288,SUM190PT,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001394,0.6690267655096305,SUM229PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001395,0.0840642647884745,SUM44PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001396,0.2141248053528473,SUM52PE,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001398,2.2172307162206693,SW156,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-001399,2.485426827170241,SW626,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001400,0.1634987322828795,SW954,Squamous Cell Carcinoma of the Vulva/Vagina,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina
ACH-001401,0.2509615735332188,SW13,Adrenocortical Carcinoma,Adrenal Gland,Adrenocortical Carcinoma
ACH-001402,2.790772037862,SW756,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001403,0.6415460290875237,TO14,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001407,5.501120634275387,UMUC13,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001408,2.57773093149008,UMUC14,Urethral Cancer,Bladder/Urinary Tract,Urethral Cancer
ACH-001409,4.352617298958503,UMUC16,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001410,0.1634987322828795,UMUC4,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001411,1.1826922975161902,UMUC5,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma
ACH-001412,4.654779216959517,UMUC10,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001413,4.789207575347344,UMUC11,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001414,2.625270489374693,UMUC6,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001415,4.650190123496775,UMUC7,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001416,1.5310694927259538,UMUC9,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-001418,1.0496307677246008,UWB1289,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-001419,1.0,VP229,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-001421,0.5558161550616396,WERIRB1,Retinoblastoma,Eye,Retinoblastoma
ACH-001422,2.726831217032493,WPE1NA22,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma
ACH-001430,0.01435529297707,TC138,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001431,0.0,TC205,Ewing Sarcoma,Bone,Ewing Sarcoma
ACH-001441,0.01435529297707,921,Ocular Melanoma,Eye,Ocular Melanoma
ACH-001442,1.6182386555954549,A388,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001443,7.18308946064076,ASH3,Anaplastic Thyroid Cancer,Thyroid,Anaplastic Thyroid Cancer
ACH-001450,0.0426443374084937,BLUE1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001451,3.6926503700355298,BOKU,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001453,4.976363635732762,BPH1,Non-Cancerous,Prostate,Non-Cancerous
ACH-001454,4.679761573516853,C10,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001456,0.1110313123887439,C125PM,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001458,1.2387868595871168,C75,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001459,0.3448284969974411,C80,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001460,0.7907720378619999,C84,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001461,0.765534746362977,C99,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-001481,2.028569152196771,CHLA90,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001484,5.51317488460363,CI,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001485,4.643278996311979,CII,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001494,1.292781749227846,EGI1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001495,0.5849625007211562,EMTOKA,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001496,0.2509615735332188,ESO26,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001497,0.2265085298086797,ESO51,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001498,3.6005076453457856,FARAGE,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001500,0.2016338611696504,FLO1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-001509,0.9927684307689242,H357,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001510,2.127633279725874,H376,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001511,1.7484612330040354,H413,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001513,0.3219280948873623,HCA1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001515,1.144046369616707,HCS2,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-001516,1.0772429989324606,HCSC1,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001517,0.2265085298086797,HEC1,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001518,0.5945485495503542,HEC116,Endometrial Carcinoma,Uterus,Endometrial Carcinoma
ACH-001519,0.0565835283663675,HEMCSS,Chondrosarcoma,Bone,Chondrosarcoma
ACH-001520,5.470536865092583,HG3,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-001521,0.2750070474998698,HKA1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001522,0.6599245584023783,HMY1,Melanoma,Skin,Melanoma
ACH-001523,2.3978029618624896,HSC1,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001524,2.5160151470036647,HSC5,Cutaneous Squamous Cell Carcinoma,Skin,Cutaneous Squamous Cell Carcinoma
ACH-001525,3.00539998774259,HT3,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma
ACH-001526,0.6135316529179271,HUO9,Osteosarcoma,Bone,Osteosarcoma
ACH-001528,1.8991756304805127,IHH4,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-001529,0.01435529297707,JAR,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-001530,3.6205864104518777,JEG3,Gestational Trophoblastic Disease,Uterus,Gestational Trophoblastic Disease
ACH-001532,0.5558161550616396,JMURTK2,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-001533,0.8155754288625725,KARPAS1718,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001536,1.4489009511451278,KKU100,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001538,3.15704371014558,KKU213,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct
ACH-001539,0.070389327891398,KML1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001540,4.009884588931844,KMLS1,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001541,0.2750070474998698,KMS28PE,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001542,1.144046369616707,KON,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001543,0.7907720378619999,KOSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001547,0.8399595874895318,LO68,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001548,0.2016338611696504,LS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001549,1.713695814843359,LU135,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-001550,4.556429415449573,MCC13,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001551,3.552131108253784,MCC142,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001552,1.6276068381296498,MCC26,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma
ACH-001554,0.4222330006830478,MEL202,Ocular Melanoma,Eye,Ocular Melanoma
ACH-001555,2.361768359419153,MERO14,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001556,6.521521923571383,MERO25,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001557,2.19534759832222,MERO41,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001558,6.300123724569014,MERO48A,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001559,3.57773093149008,MERO82,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001560,4.044394119358453,MERO83,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001561,5.856736756119109,MERO84,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001562,1.6644828403646823,MERO95,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-001563,4.623515741490549,MM127,Melanoma,Skin,Melanoma
ACH-001566,1.250961573533219,MM370,Melanoma,Skin,Melanoma
ACH-001567,0.6780719051126377,MM383,Melanoma,Skin,Melanoma
ACH-001568,1.7484612330040354,MM386,Melanoma,Skin,Melanoma
ACH-001569,1.8718436485093173,MM415,Melanoma,Skin,Melanoma
ACH-001570,1.4436066514756147,MM426,Melanoma,Skin,Melanoma
ACH-001573,0.4541758931858021,MOLM1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-001574,0.0,MOLM14,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001577,1.1699250014423124,MUTZ8,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001578,0.2387868595871164,NCCIT,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor
ACH-001603,0.4646682670034443,NH12,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001605,1.1176950426697545,NO10,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001607,2.912649864897204,NOZ,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001608,3.0443941193584534,NP2,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001609,2.4436066514756147,NP3,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001610,0.6229303509201767,NP5,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001611,4.642123916153487,NP8,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001613,0.2630344058337938,OCIAML4,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001616,0.3561438102252753,OCILY18,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001617,0.8237493603082727,OCILY7,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-001618,0.4646682670034443,OCIM2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-001619,1.1176950426697545,OCUG1,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm
ACH-001622,0.5459683691052926,ONDA7,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001623,1.713695814843359,ONDA8,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001624,3.451540833017832,ONDA9,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-001625,3.3015876466031866,OSC19,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-001626,0.5260688116675876,OSC20,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
